Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00  756006/756006      std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator()(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [181]
[185]    0.0    0.00    0.00  756006         __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [185]
                0.00    0.00  756006/756006      std::char_traits<char>::compare(char const*, char const*, unsigned long) [182]
-----------------------------------------------
                0.00    0.00  756005/756005      std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long) [191]
[186]    0.0    0.00    0.00  756005         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long) [186]
-----------------------------------------------
                0.00    0.00  756005/756005      std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long) [192]
[187]    0.0    0.00    0.00  756005         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [187]
                0.00    0.00  756005/756005      __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::max_size() const [188]
-----------------------------------------------
                0.00    0.00  756005/756005      __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [187]
[188]    0.0    0.00    0.00  756005         __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::max_size() const [188]
-----------------------------------------------
                0.00    0.00  756005/756005      std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_Hashtable(std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> > const&) [7]
[189]    0.0    0.00    0.00  756005         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_node_allocator() const [189]
                0.00    0.00  756005/756005      std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> >, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> >, true> const&) [193]
-----------------------------------------------
                0.00    0.00  756005/756005      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [80]
[190]    0.0    0.00    0.00  756005         std::pointer_traits<std::__detail::_Hash_node_base**>::pointer_to(std::__detail::_Hash_node_base*&) [190]
                0.00    0.00  756005/756005      std::__detail::_Hash_node_base** std::addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&) [196]
-----------------------------------------------
                0.00    0.00  756005/756005      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [80]
[191]    0.0    0.00    0.00  756005         std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long) [191]
                0.00    0.00  756005/756005      __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long) [186]
-----------------------------------------------
                0.00    0.00  756005/756005      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_allocate_buckets(unsigned long) [79]
[192]    0.0    0.00    0.00  756005         std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long) [192]
                0.00    0.00  756005/756005      __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [187]
-----------------------------------------------
                0.00    0.00  756005/756005      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_node_allocator() const [189]
[193]    0.0    0.00    0.00  756005         std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> >, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> >, true> const&) [193]
-----------------------------------------------
                0.00    0.00  756005/756005      std::__detail::_Hash_node_base** std::addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&) [196]
[194]    0.0    0.00    0.00  756005         std::__detail::_Hash_node_base** std::__addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&) [194]
-----------------------------------------------
                0.00    0.00  756005/756005      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true> > >::_M_allocate_buckets(unsigned long) [79]
[195]    0.0    0.00    0.00  756005         std::__detail::_Hash_node_base** std::__to_address<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base**) [195]
-----------------------------------------------
                0.00    0.00  756005/756005      std::pointer_traits<std::__detail::_Hash_node_base**>::pointer_to(std::__detail::_Hash_node_base*&) [190]
[196]    0.0    0.00    0.00  756005         std::__detail::_Hash_node_base** std::addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&) [196]
                0.00    0.00  756005/756005      std::__detail::_Hash_node_base** std::__addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&) [194]
-----------------------------------------------
                0.00    0.00  756001/756001      std::mutex::unlock() [198]
[197]    0.0    0.00    0.00  756001         __gthread_mutex_unlock(pthread_mutex_t*) [197]
                0.00    0.00  756001/1512002     __gthread_active_p() [163]
-----------------------------------------------
                0.00    0.00       1/756001      std::lock_guard<std::mutex>::~lock_guard() [576]
                0.00    0.00  756000/756001      MarketSimulator::simulator(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&)::{lambda()#1}::operator()() const [5]
[198]    0.0    0.00    0.00  756001         std::mutex::unlock() [198]
                0.00    0.00  756001/756001      __gthread_mutex_unlock(pthread_mutex_t*) [197]
-----------------------------------------------
                0.00    0.00  756000/756000      MarketSimulator::simulator(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&)::{lambda()#1}::operator()() const [5]
[199]    0.0    0.00    0.00  756000         Stock::dist() [199]
-----------------------------------------------
                0.00    0.00  756000/756000      double std::normal_distribution<double>::operator()<std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>&, std::normal_distribution<double>::param_type const&) [18]
[200]    0.0    0.00    0.00  756000         std::normal_distribution<double>::param_type::mean() const [200]
-----------------------------------------------
                0.00    0.00  756000/756000      double std::normal_distribution<double>::operator()<std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>&, std::normal_distribution<double>::param_type const&) [18]
[201]    0.0    0.00    0.00  756000         std::normal_distribution<double>::param_type::stddev() const [201]
-----------------------------------------------
                0.00    0.00  756000/756000      double std::normal_distribution<double>::operator()<std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul> >(std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>&, std::normal_distribution<double>::param_type const&) [18]
[202]    0.0    0.00    0.00  756000         std::__detail::_Adaptor<std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>, double>::_Adaptor(std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>&) [202]
-----------------------------------------------
                0.00    0.00  252006/504012      std::vector<Stock, std::allocator<Stock> >::end() [204]
                0.00    0.00  252006/504012      std::vector<Stock, std::allocator<Stock> >::begin() [205]
[203]    0.0    0.00    0.00  504012         __gnu_cxx::__normal_iterator<Stock*, std::vector<Stock, std::allocator<Stock> > >::__normal_iterator(Stock* const&) [203]
-----------------------------------------------
                0.00    0.00       1/252006      MarketSimulator::outputResult(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&) const [85]
                0.00    0.00       2/252006      MarketSimulator::Preparation(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&, int*) [88]
                0.00    0.00       3/252006      std::vector<Stock, std::allocator<Stock> >::push_back(Stock const&) [111]
                0.00    0.00  252000/252006      MarketSimulator::simulator(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&)::{lambda()#1}::operator()() const [5]
[204]    0.0    0.00    0.00  252006         std::vector<Stock, std::allocator<Stock> >::end() [204]
                0.00    0.00  252006/504012      __gnu_cxx::__normal_iterator<Stock*, std::vector<Stock, std::allocator<Stock> > >::__normal_iterator(Stock* const&) [203]
-----------------------------------------------
                0.00    0.00       1/252006      MarketSimulator::outputResult(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&) const [85]
                0.00    0.00       2/252006      MarketSimulator::Preparation(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&, int*) [88]
                0.00    0.00       3/252006      void std::vector<Stock, std::allocator<Stock> >::_M_realloc_insert<Stock const&>(__gnu_cxx::__normal_iterator<Stock*, std::vector<Stock, std::allocator<Stock> > >, Stock const&) [110]
                0.00    0.00  252000/252006      MarketSimulator::simulator(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&)::{lambda()#1}::operator()() const [5]
[205]    0.0    0.00    0.00  252006         std::vector<Stock, std::allocator<Stock> >::begin() [205]
                0.00    0.00  252006/504012      __gnu_cxx::__normal_iterator<Stock*, std::vector<Stock, std::allocator<Stock> > >::__normal_iterator(Stock* const&) [203]
-----------------------------------------------
                0.00    0.00       9/4624        double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [312]
                0.00    0.00      72/4624        double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [270]
                0.00    0.00     754/4624        double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [231]
                0.00    0.00    1458/4624        void std::fill<double*, double>(double*, double*, double const&) [243]
                0.00    0.00    2331/4624        double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [222]
[206]    0.0    0.00    0.00    4624         double* std::__niter_base<double*>(double*) [206]
-----------------------------------------------
                0.00    0.00      24/3060        void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [86]
                0.00    0.00    1506/3060        std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [84]
                0.00    0.00    1530/3060        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [227]
[207]    0.0    0.00    0.00    3060         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [207]
-----------------------------------------------
                0.00    0.00      12/2223        void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [86]
                0.00    0.00     729/2223        std::vector<double, std::allocator<double> >::_Temporary_value::_Temporary_value<double const&>(std::vector<double, std::allocator<double> >*, double const&) [240]
                0.00    0.00     741/2223        void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [236]
                0.00    0.00     741/2223        void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [235]
[208]    0.0    0.00    0.00    2223         double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [208]
-----------------------------------------------
                0.00    0.00     729/2187        std::vector<double, std::allocator<double> >::_Temporary_value::_Temporary_value<double const&>(std::vector<double, std::allocator<double> >*, double const&) [240]
                0.00    0.00     729/2187        std::vector<double, std::allocator<double> >::_Temporary_value::~_Temporary_value() [241]
                0.00    0.00     729/2187        std::vector<double, std::allocator<double> >::_Temporary_value::_M_val() [239]
[209]    0.0    0.00    0.00    2187         std::vector<double, std::allocator<double> >::_Temporary_value::_M_ptr() [209]
-----------------------------------------------
                0.00    0.00       1/1604        std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [651]
                0.00    0.00       9/1604        std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [104]
                0.00    0.00      16/1604        std::vector<double, std::allocator<double> >::~vector() [285]
                0.00    0.00      24/1604        void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [86]
                0.00    0.00    1554/1604        std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [84]
[210]    0.0    0.00    0.00    1604         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [210]
-----------------------------------------------
                0.00    0.00    1554/1554        decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [213]
[211]    0.0    0.00    0.00    1554         std::move_iterator<double*>::base() const [211]
-----------------------------------------------
                0.00    0.00      96/1554        std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [246]
                0.00    0.00    1458/1554        std::move_iterator<double*> std::make_move_iterator<double*>(double*) [218]
[212]    0.0    0.00    0.00    1554         std::move_iterator<double*>::move_iterator(double*) [212]
-----------------------------------------------
                0.00    0.00    1554/1554        double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [225]
[213]    0.0    0.00    0.00    1554         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [213]
                0.00    0.00    1554/1554        double* std::__miter_base<double*>(double*) [214]
                0.00    0.00    1554/1554        std::move_iterator<double*>::base() const [211]
-----------------------------------------------
                0.00    0.00    1554/1554        decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [213]
[214]    0.0    0.00    0.00    1554         double* std::__miter_base<double*>(double*) [214]
-----------------------------------------------
                0.00    0.00       9/1540        double* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [312]
                0.00    0.00     754/1540        double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [231]
                0.00    0.00     777/1540        double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [222]
[215]    0.0    0.00    0.00    1540         double* std::__niter_wrap<double*>(double* const&, double*) [215]
-----------------------------------------------
                0.00    0.00      36/1530        std::vector<double, std::allocator<double> >::begin() [263]
                0.00    0.00    1494/1530        std::vector<double, std::allocator<double> >::end() [217]
[216]    0.0    0.00    0.00    1530         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [216]
-----------------------------------------------
                0.00    0.00      12/1494        std::vector<double, std::allocator<double> >::push_back(double const&) [87]
                0.00    0.00     729/1494        std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [84]
                0.00    0.00     753/1494        std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [81]
[217]    0.0    0.00    0.00    1494         std::vector<double, std::allocator<double> >::end() [217]
                0.00    0.00    1494/1530        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [216]
-----------------------------------------------
                0.00    0.00    1458/1458        double* std::__uninitialized_move_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [242]
[218]    0.0    0.00    0.00    1458         std::move_iterator<double*> std::make_move_iterator<double*>(double*) [218]
                0.00    0.00    1458/1554        std::move_iterator<double*>::move_iterator(double*) [212]
-----------------------------------------------
                0.00    0.00     777/777         double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [221]
[219]    0.0    0.00    0.00     777         double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [219]
-----------------------------------------------
                0.00    0.00     777/777         double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [223]
[220]    0.0    0.00    0.00     777         double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [220]
                0.00    0.00     777/777         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [225]
-----------------------------------------------
                0.00    0.00     777/777         double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [222]
[221]    0.0    0.00    0.00     777         double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [221]
                0.00    0.00     777/777         double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [219]
-----------------------------------------------
                0.00    0.00     777/777         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [225]
[222]    0.0    0.00    0.00     777         double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [222]
                0.00    0.00    2331/4624        double* std::__niter_base<double*>(double*) [206]
                0.00    0.00     777/777         double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [221]
                0.00    0.00     777/1540        double* std::__niter_wrap<double*>(double* const&, double*) [215]
-----------------------------------------------
                0.00    0.00     777/777         double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [224]
[223]    0.0    0.00    0.00     777         double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [223]
                0.00    0.00     777/777         double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [220]
-----------------------------------------------
                0.00    0.00      48/777         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [253]
                0.00    0.00     729/777         double* std::__uninitialized_move_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [242]
[224]    0.0    0.00    0.00     777         double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [224]
                0.00    0.00     777/777         double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [223]
-----------------------------------------------
                0.00    0.00     777/777         double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [220]
[225]    0.0    0.00    0.00     777         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [225]
                0.00    0.00    1554/1554        decltype (__miter_base(({parm#1}.base)())) std::__miter_base<double*>(std::move_iterator<double*>) [213]
                0.00    0.00     777/777         double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [222]
-----------------------------------------------
                0.00    0.00       2/767         main [57]
                0.00    0.00       2/767         MarketSimulator::outputResult(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&) const [85]
                0.00    0.00       4/767         std::vector<Wallet, std::allocator<Wallet> >::_M_check_len(unsigned long, char const*) const [560]
                0.00    0.00     759/767         MarketSimulator::simulator(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&) [536]
[226]    0.0    0.00    0.00     767         std::vector<Wallet, std::allocator<Wallet> >::size() const [226]
-----------------------------------------------
                0.00    0.00      12/765         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [86]
                0.00    0.00     753/765         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [84]
[227]    0.0    0.00    0.00     765         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [227]
                0.00    0.00    1530/3060        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [207]
-----------------------------------------------
                0.00    0.00       3/759         MarketSimulator::Preparation(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&, int*) [88]
                0.00    0.00     756/759         MarketSimulator::simulator(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&) [536]
[228]    0.0    0.00    0.00     759         Stock::price_trend() [228]
-----------------------------------------------
                0.00    0.00     756/756         MarketSimulator::simulator(std::vector<Stock, std::allocator<Stock> >&, std::vector<Wallet, std::allocator<Wallet> >&) [536]
[229]    0.0    0.00    0.00     756         std::vector<Stock, std::allocator<Stock> >::operator[](unsigned long) [229]
-----------------------------------------------
                0.00    0.00     754/754         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [231]
[230]    0.0    0.00    0.00     754         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&) [230]
-----------------------------------------------
                0.00    0.00       1/754         double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long) [624]
                0.00    0.00     753/754         double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [232]
[231]    0.0    0.00    0.00     754         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [231]
                0.00    0.00     754/4624        double* std::__niter_base<double*>(double*) [206]
                0.00    0.00     754/754         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&) [230]
                0.00    0.00     754/1540        double* std::__niter_wrap<double*>(double* const&, double*) [215]
-----------------------------------------------
                0.00    0.00     753/753         double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [233]
[232]    0.0    0.00    0.00     753         double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [232]
                0.00    0.00     753/754         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [231]
-----------------------------------------------
                0.00    0.00     753/753         double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [234]
[233]    0.0    0.00    0.00     753         double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [233]
                0.00    0.00     753/753         double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [232]
-----------------------------------------------
                0.00    0.00     753/753         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [84]
[234]    0.0    0.00    0.00     753         double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [234]
                0.00    0.00     753/753         double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [233]
-----------------------------------------------
                0.00    0.00     741/741         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [236]
[235]    0.0    0.00    0.00     741         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [235]
                0.00    0.00     741/2223        double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [208]
                0.00    0.00     741/4536787     operator new(unsigned long, void*) [136]
-----------------------------------------------
                0.00    0.00      12/741         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [86]
                0.00    0.00     729/741         std::vector<double, std::allocator<double> >::_Temporary_value::_Temporary_value<double const&>(std::vector<double, std::allocator<double> >*, double const&) [240]
[236]    0.0    0.00    0.00     741         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [236]
                0.00    0.00     741/2223        double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [208]
                0.00    0.00     741/741         void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [235]
-----------------------------------------------
                0.00    0.00     729/729         void std::allocator_traits<std::allocator<double> >::destroy<double>(std::allocator<double>&, double*) [238]
[237]    0.0    0.00    0.00     729         void __gnu_cxx::new_allocator<double>::destroy<double>(double*) [237]
-----------------------------------------------
